,Year,Country,Area,Location,Activity,Fatal (Y/N),Injury,Species
2973,1982.0,USA,California,"Point Buchon, San Luis Obispo County",Boarding,N,"No Injury, board bitten",White shark
2974,1982.0,USA,Florida,"Stuart Beach, Martin County ",Swimming,N,Left ankle bitten,Other
2975,1982.0,USA,California,"Malibu, Los Angeles County",Swimming,,Laceration to left thigh,Other
2976,1982.0,USA,Florida,"Daytona Beach, Volusia County",Swimming,N,Laceration to left leg,No Values
2977,1982.0,NEW CALEDONIA,South Province,"Sarcelle, Isle of Pines",Other,N,Left arm bitten,No Values
2978,1982.0,SOUTH AFRICA,Eastern Cape Province,Ntlonyana Bay,Surfing,Y,FATAL,White shark
2979,1982.0,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,N,Left arm bitten,Other
2980,1982.0,BAHAMAS,Andros Islands,North Rat Cay Reef,Spearfishing,N,Arm severed at elbow,Lemon shark
2981,1982.0,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",Other,N,Foot bitten,No Values
2982,1982.0,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",Other,N,Thigh bitten 3 times,Other
2983,1982.0,USA,South Carolina,"Daws Island, Broad River (near Beaufort)",Other,,Human remains recovered from tiger shark,Other
2984,1982.0,USA,Florida,"Palm Beach, Palm Beach County",Surfing,N,Elbow bitten,No Values
2985,1982.0,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,Y,Legs bitten  FATAL,No Values
2986,1982.0,NEW CALEDONIA,,,Spearfishing,N,Arm bitten,No Values
2987,1982.0,AUSTRALIA,Tasmania,South Cape Bay,Spearfishing,Y,"FATAL, body not recovered",White shark
2988,1982.0,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,N,Lacerations to left hand and forearm,Other
2989,1982.0,SOUTH AFRICA,Western Cape Province,Mossel Bay,Fishing,N,Leg bitten above ankle by hooked shark taken aboard skiboat PROVOKED INCIDENT,No Values
2990,1982.0,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Wading,N,Left leg bitten,No Values
2991,1982.0,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Swimming,N,Right foot bitten,No Values
2992,1982.0,USA,Florida,"Palm Beach, Palm Beach County",Swimming,Y,Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning,No Values
2993,1982.0,USA,California,"Stillwater Cove, Sonoma County",Scuba,N,Calf & ankle bitten,White shark
2994,1982.0,USA,Florida,Elliot Key,Diving,Y,"FATAL Disappeared while diving, bathing suit & diving gear recovered bore marks of shark's teeth",No Values
2995,1982.0,SOUTH AFRICA,Eastern Cape Province,Mpekeweni,Swimming,N,Right shin & toe lacerated,Raggedtooth shark
2996,1982.0,ITALY,Tyrrhenian Sea,"Lacona, Isola d'Elba",Other,UNKNOWN,No details,White shark
2997,1982.0,ITALY,Tyrrhenian Sea,"Biodola, Isola d'Elba",Fishing,N,No injury,White shark
2998,1982.0,TUNISIA,Biserta,Bechateur,Spearfishing,UNKNOWN,No details,No Values
2999,1981.0,USA,California,"South Moss Beach, Spanish Bay, Monterey Peninsula",Surfing,Y,"FATAL, torso bitten ",White shark
3000,1981.0,AUSTRALIA,Queensland,Green Island,Other,N,Abdomen lacerated,No Values
3001,1981.0,USA,Hawaii,"Nimitz Beach, Barbers Point, O'ahu",Spearfishing,N,Right leg severely bitten,Tiger shark
3002,1981.0,REUNION,Saint-Philippe,Vicendo,Spearfishing,N,Survived,No Values
3003,1981.0,SOUTH AFRICA,Western Cape Province,Mossel Bay,Other,N,Hand lacerated  PROVOKED INCIDENT,White shark
3004,1981.0,USA,Hawaii,"La'au Point, Moloka'i",Diving,N,Hand bitten,Other
3005,1981.0,USA,Florida,"Jupiter Island, Brevard County",Swimming,N,Hand & forearm bitten,Other
3006,1981.0,USA,Florida,"Palm Beach, Palm Beach County",Surfing,UNKNOWN,No details,No Values
3007,1981.0,USA,Florida,"Cocoa Beach, Brevard County",Surfing,N,Puncture wounds to left foot,No Values
3008,1981.0,USA,Florida,"Playalinda Beach, Brevard County",Surfing,N,Laceration to right leg,Other
3009,1981.0,USA,Florida,"Cocoa Beach, Brevard County",Surfing,N,5 puncture marks to hip,No Values
3010,1981.0,USA,Florida,"Melbourne Beach, Brevard County",Surfing,N,Lacerations to right hand,No Values
3011,1981.0,USA,Florida,"Tampa Bay, Manatee County",Swimming,Y,"FATAL, right calf bitten  ",Tiger shark
3012,1981.0,USA,Florida,"Patrick Air Force Base, Brevard County",Surfing,N,Lacerations to 2 fingers of left hand,No Values
3013,1981.0,USA,Florida,"Cocoa Beach, Brevard County",Surfing,N,Laceration to foot,No Values
3014,1981.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Laceration to left ankle,Other
3015,1981.0,USA,Florida,Gulf Island National Seashore Park,Spearfishing,N,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT",Other
3016,1981.0,USA,Hawaii,"Keaukaha, Hilo, Hawai'i",Fishing,,Disappeared while fishing from shore. Leg found 7 days later wedged in rocks 150 yards offshore,Other
3017,1981.0,USA,Florida,"Marathon, Monroe County",Diving,N,Bite to face,Nurse shark
3018,1981.0,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",Swimming,Y,FATAL,No Values
3019,1981.0,BAHAMAS,Grand Bahama Island,"Gingerbread Reef, east of Little Isaac Island ",Snorkeling,N,Upper right arm bitten,Mako shark
3020,1981.0,USA,Florida,"St. Petersburg Beach, Pinellas County",Swimming,N,"Foot bitten between arch & big toe, no stitches required",Other
3021,1981.0,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,N,7 lacerations to right foot,Other
3022,1981.0,USA,Florida,Carter Cay,Spearfishing,N,Left foot & ankle lacerated,Other
3023,1981.0,SOUTH AFRICA,KwaZulu-Natal,Clansthal,Other,N,Laceration to calf,Other
3024,1981.0,ENGLAND,,Isle of Wight,Fishing,N,Minor injuries from shark that leapt aboard their boat,Other
3025,1981.0,USA,Hawaii,"Honoli'i Pali, Hilo Bay ('Alae Point), Hawai'i",Other,,"Probable drowning, 1.2 m [4'] shark hindered recovery of body",Other
3026,1981.0,USA,Hawaii,"Ha'ena Beach Park, Kaua'i",Scuba,Y,"FATAL, disappeared, dive gear & shredded tooth-marked wetsuit were recovered",No Values
3027,1981.0,SOUTH KOREA,Chungnam,Wae-yeon Island,Diving,Y,FATAL,White shark
3028,1981.0,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,N,"Shark & board collided. No injury, but board was dented",Raggedtooth shark
3029,1981.0,USA,Florida,"Sands Cut, Elliot Key",Diving,N,Massive tissue damage of left arm,No Values
3030,1981.0,USA,Florida,"Jacksonville, Duval County",Diving,N,Left arm bitten,Lemon shark
3031,1981.0,SOUTH AFRICA,Eastern Cape Province,Kings Beach,Surfing,N,"No Injury, board bitten",Raggedtooth shark
3032,1981.0,NAMIBIA,Eronogo Region,Walvis Bay,Other,N,Lacerations PROVOKED INCIDENT,No Values
3033,1981.0,BERMUDA,,,Other,N,Next day 2 bodies recovered from sharks,No Values
3034,1981.0,SOUTH AFRICA,Eastern Cape Province,Ntlonyane Bay,Surfing,N,"Left leg bitten, surgically amputated",Tiger shark
3035,1981.0,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Standing,N,"Lacerations on calf, ankle & heel",Other
3036,1981.0,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,N,Puncture wounds on  right thigh,Other
3037,1981.0,CHILE,Coquimbo,"Bahia Totoralillo, 80  km north of Coquimbo",Diving,N,Foot & ankle bitten,White shark
3038,1981.0,BRAZIL,Rio de Janeiro,Cabo Frio,Diving,UNKNOWN,,White shark
3039,1981.0,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Swimming,N,Foot lacerated,Blacktip shark
3040,1981.0,AUSTRALIA,Western Australia,"Leighton Beach, north of Freemantle",Other,N,Puncture wounds to foot,Hammerhead shark
3041,1981.0,AUSTRALIA,Western Australia,"Parker's Point, Rottnest Island",Other,UNKNOWN,No details,No Values
3042,1981.0,USA,Florida,"Juno Beach, Palm Beach County",Surfing,N,Lacerations & punctures in left calf & ankle,Hammerhead shark
3043,1981.0,BRAZIL,Rio de Janeiro,Cabo Frio,Spearfishing,N,Left arm lacerated,No Values
3044,1981.0,USA,Florida,20 miles from Mayport,Spearfishing,N,3 small punctures in scalp & ripped nostril,Tiger shark
3045,1981.0,SOUTH AFRICA,KwaZulu-Natal,Widenham,Swimming,,Probable drowning & scavenging by 1.5 m tiger shark,Other
3046,1981.0,AUSTRALIA,New South Wales,Byron Bay,Surfing,N,"No injury, ski bitten",Tiger shark
3047,1981.0,GREECE,Pagasitikos Gulf,,Diving,N,Minor injury,No Values
3048,1980.0,SOUTH AFRICA,Eastern Cape Province,Nahoon,Other,N,"No injury, paddleski bitten",Other
3049,1980.0,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Other,,Probable drowning & scavenging,Other
3050,1980.0,REUNION,Grand'Anse,Petite-Ile,Spearfishing,N,Bitten twice,White shark
3051,1980.0,AUSTRALIA,Western Australia,Lancelin,Swimming,N,"Right shoulder bitten, puncture wounds on chest & lacerations on his back",No Values
3052,1980.0,SOUTH AFRICA,KwaZulu-Natal,Mnini,Swimming,,Probable  drowning & scavenging,Other
3053,1980.0,BRAZIL,Pernambuco,Piedade,Swimming,Y,FATAL,No Values
3054,1980.0,USA,Oregon,Off Umpqua River,Surfing,N,Thigh lacerated,White shark
3055,1980.0,USA,California,"Moonstone Beach, Humboldt County",Surfing,N,No injury,White shark
3056,1980.0,MEXICO,,,Diving,Y,FATAL,No Values
3057,1980.0,USA,North Carolina,"Ocean Isle, Brunswick County",Wading,N,Bitten behind knee & lower leg,No Values
3058,1980.0,USA,Hawaii,"Puamana, Lahaina, Maui",Boarding,N,Torso bitten,Tiger shark
3059,1980.0,SPAIN,Canary Islands,"San Juan de la Rambla, Tenerife",Diving,N,Thigh injured,Blue shark
3060,1980.0,USA,New Jersey,"Ocean City, Cape May County",Surfing,N,Back bitten,No Values
3061,1980.0,USA,Delaware,Dewey Beach,Standing,N,"No injury, shark bit her bathing suit",Other
3062,1980.0,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County",Surfing,N,"No injury, bumped off board",No Values
3063,1980.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,Lower leg bitten,No Values
3064,1980.0,USA,California,"Off San Clemente Island, Los Angeles County",Scuba,N,Laceration to lower leg   PROVOKED INCIDENT,Blue shark
3065,1980.0,SOUTH AFRICA,Eastern Cape Province,Fullers Bay,Surfing,N,"No injury, board bitten",Other
3066,1980.0,JAMAICA,St. Mary's Parish,"Priestman's River area, East Portland",Spearfishing,N,Hand bitten by speared shark PROVOKED INCIDENT ,No Values
3067,1980.0,PHILIPPINES,Romblon Province,"Maestre de Campo Island, 120 miles south of Manila",Other,Y,FATAL x 2,No Values
3068,1980.0,MEXICO,Sinaloa,Mazatlán,Surfing,N,Right calf bitten,Tiger shark
3069,1980.0,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,Diving,Y,FATAL,Tiger shark
3070,1980.0,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Swimming,N,Right leg bitten,Other
3071,1980.0,PHILIPPINES,,250 miles southwest of Manila,Other,Y,FATAL,No Values
3072,1980.0,SOUTH AFRICA,Western Cape Province,Velddrif,Fishing,N,Leg lacerated by netted shark PROVOKED INCIDENT,Hammerhead shark
3073,1980.0,SOUTH AFRICA,KwaZulu-Natal,Ballito,Boarding,N,"Both hands & heel of left foot lacerated, right foot severed",White shark
3074,1980.0,KENYA,Lamu Archipelago,South of Lamu Island,Spearfishing,N,Ankle & foot lacerated,Other
3075,1980.0,SOUTH AFRICA,KwaZulu-Natal,Ansteys,Spearfishing,N,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",Zambesi shark
3076,1980.0,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay,Swimming,N,Abrasion,Hammerhead shark
3077,1980.0,SOUTH AFRICA,Eastern Cape Province,Kings Beach,Swimming,N,3 small punctures on arm,Raggedtooth shark
3078,1980.0,CHILE,Los Vilos,"Punta Negra, Pichidangui",Diving,Y,FATAL  ,White shark
3079,1980.0,NORTH ATLANTIC OCEAN,,Onboard swordfish trawler,Other,N,Arm lacerated by gaffed shark PROVOKED INCIDENT,Other
3080,1980.0,GREECE,Island of Kos,,Surfing,,Knee bitten,White shark
3081,1980.0,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Spearfishing,,No injury; 2 m shark made threat display and impaled itself on spear,Other
3082,1980.0,TONGA,Ha'api,Ha'ano Island,Spearfishing,N,Chest bitten,No Values
3083,1979.0,SOUTH AFRICA,Eastern Cape Province,Kenton-on-Sea,Swimming,N,Shin lacerated,No Values
3084,1979.0,PORTUGAL,Madeira Islands,"Sao Jorge, Madeira Island",Spearfishing,Y,FATAL,White shark
3085,1979.0,SOUTH CHINA SEA,,,Diving,N,Toothmarks on head & neck,Other
3086,1979.0,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",Surfing,N,Multiple major Injuries,White shark
3087,1979.0,SOUTH AFRICA,Western Cape Province,Macassar,Fishing,N,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT",White shark
3088,1979.0,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,Fishing,N,Bitten below right knee by hooked shark pulled onboard skiboat PROVOKED INCIDENT,Raggedtooth shark
3089,1979.0,AUSTRALIA,New South Wales,Byron Bay,Scuba,N,Leg bitten,Other
3090,1979.0,HONG KONG,,Mirs Bay,Swimming,Y,"Leg severed, FATAL",No Values
3091,1979.0,HONG KONG,Ho Ha Wan Marine Park,,Other,Y,FATAL,No Values
3092,1979.0,USA,Florida,"Daytona Beach, Volusia County",Kayaking,N,Lacerations to foot,No Values
3093,1979.0,THAILAND,Southern Thailand,,Other,Y,FATAL,No Values
3094,1979.0,USA,Florida,10 miles off Cape Canaveral,Other,N,Lacerations to leg,No Values
3095,1979.0,USA,Florida,"Fort Walton Beach, Okaloosa County",Scuba,,"FATAL, but shark involvement prior to death was not determined",Other
3096,1979.0,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",Spearfishing,N,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,White shark
3097,1979.0,SOUTH AFRICA,KwaZulu-Natal,Mbibi,Scuba,Y,"FATAL (presumed), pieces of shark-bitten wetsuit washed ashore but no body was recovered",No Values
3098,1979.0,NEW CALEDONIA,North Province,Ile Yandé (between Poum and Bélep),Fishing,N,"Thigh severely injured, survived",No Values
3099,1979.0,NEW CALEDONIA,North Province,Balade,Other,Y,FATAL,Other
3100,1979.0,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",Swimming,N,Right foot & ankle lacerated,No Values
3101,1979.0,USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",Surfing,N,Right foot bitten,No Values
3102,1979.0,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,N,Foot & ankle bitten,Blacktip shark
3103,1979.0,USA,California,"Ano Nuevo Island, San Mateo, County",Scuba,N,"No injury, swim fin bitten",White shark
3104,1979.0,SOUTH AFRICA,Western Cape Province,Seal Island,Other,N,No Injury,No Values
3105,1979.0,NEW CALEDONIA,Grand Terre,"Five Mile Beach, I'le Ouen",Spearfishing,Y,"Presumed FATAL, body not recovered",No Values
3106,1979.0,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Surfing,N,Punctures on left thigh,Other
3107,1979.0,USA,Hawaii,"South Kohala, Hawai'i",Fishing,Y,"FATAL, disappeared while fishing from shore, divers recovered his hand",No Values
3108,1978.0,AUSTRALIA,Queensland,Bribie Island,Other,N,Survived,No Values
3109,1978.0,SOUTH AFRICA,KwaZulu-Natal,Sodwana,Spearfishing,Y,"FATAL, legs bitten ",White shark
3110,1978.0,USA,Hawaii,"Ewa, O'ahu",Surfing,N,Left arm bitten,Other
3111,1978.0,USA,Florida,"Jupiter, Palm Beach County",Surfing,N,Hand lacerated,No Values
3112,1978.0,SOUTH AFRICA,KwaZulu-Natal,"Fishing camp, St. Lucia Estuary",Fishing,,FATAL or scavenging by 3 m tiger shark (may have involved foul play),Other
3113,1978.0,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",Spearfishing,N,"No injury, shark took his catch, then towed & pushed diver through the water ",White shark
3114,1978.0,ITALY,Tyrrhenian Sea,Capo d'Anzio,Diving,N,No injury,White shark
3115,1978.0,AUSTRALIA,Tasmania,"Cape Pillar, Storm Bay",Scuba,N,Several broken ribs,Other
3116,1978.0,USA,California,"Pajaro Dunes, Santa Cruz County",Wading,N,Punctures on leg (minor injury),Other
3117,1978.0,USA,Florida,Florida Straits,Other,N,Minor injury to ankle,No Values
3118,1978.0,USA,South Carolina,,Other,N,"No injury, his foot was bumped by a shark biting the body of a passenger that had drowned.",No Values
3119,1978.0,USA,California,"Newport Beach, Orange County",Fishing,N,Laceration to leg by hooked shark  PROVOKED INCIDENT,No Values
3120,1978.0,USA,Florida,"South of Neptune Beach, Duval County",Surfing,N,Foot bitten,No Values
3121,1978.0,USA,Florida,"Neptune Beach, Duval County",Surfing,N,Foot nipped,No Values
3122,1978.0,ITALY,Golfo de Venezia,Acqua alta research platform,Other,,"No injury, white shark struck platform",Other
3123,1978.0,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,N,Laceration to left hand,No Values
3124,1978.0,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,N,Lacerations to right forearm ,No Values
3125,1978.0,AUSTRALIA,Tasmania,Beechford,Scuba,N,Thigh bitten,Other
3126,1978.0,SOUTH AFRICA,Eastern Cape Province,"Gulu Deep, East London",Other,N,"No injury to occupants; shark rammed boat 4 times, bit engine & cracked the hull",No Values
3127,1978.0,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Fishing,N,"Shark jumped in boat, but no injury to occupants",Other
3128,1978.0,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",Diving,N,"No injury, rammed by shark",White shark
3129,1978.0,SOUTH AFRICA,KwaZulu-Natal,Glenashley,Surfing,N,"Left leg, ankle & foot bitten",Blacktip shark
3130,1978.0,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,Other,,"Human head recovered from 3 m [10'] tiger sharks gut, probable drowning / scavenging",Other
3131,1978.0,USA,Florida,"Cocoa Beach, Brevard County",Surfing,N,Foot bitten,No Values
3132,1978.0,VANUATU,Malampa Province,"Ranon, Ambryn",Swimming,Y,FATAL,No Values
3133,1977.0,USA,Hawaii,2 miles off Keahole Airport,Swimming,N,Feet lacerated,No Values
3134,1977.0,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,N,Laceration to right hand,No Values
3135,1977.0,SOUTH AFRICA,Eastern Cape Province,Qolera River,Surfing,N,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",Tiger shark
3136,1977.0,SOUTH AFRICA,Western Cape Province,"Macassar, False Bay",Fishing,N,No injury to occupant: shark bit boat's port chine,White shark
3137,1977.0,SOUTH AFRICA,Western Cape Province,Klein River Lagoon,Standing,N,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,Other
3138,1977.0,SOUTH AFRICA,Western Cape Province,"Bluegums Rock, Partridge Point",Spearfishing,N,"No injury, shark bit speargun & pushed diver through the water",White shark
3139,1977.0,AUSTRALIA,South Australia,"Cactus Beach, near Ceduna",Surfing,N,"Board rammed &  bitten, left thigh lacerated",White shark
3140,1977.0,AUSTRALIA,Queensland,"Buddina Beach, south of Noosa",Other,Y,"FATAL, left arm severed, legs bitten ",No Values
3141,1977.0,SOUTH AFRICA,Western Cape Province,Off Macassar Beach,Fishing,N,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",White shark
3142,1977.0,USA,California,"McClure Beach, near Tomales Point, Marin County",Diving,N,Leg lacerated,White shark
3143,1977.0,USA,Florida,"St. Petersburg, Pinellas County",Wading,,Lacerations to hip and leg,Other
3144,1977.0,USA,California,"Off San Diego, San Diego County",Fishing,N,Laceration to right hand,No Values
